gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
177267,02,000003,20111017,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TE CONNECTIVITY LTD,TEL,H84989104,0001385157,3678,334417
189491,01,000003,20111101,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XYLEM INC,XYL,98419M100,0001524472,3561,333914
003497,01,000003,20111123,20121202,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COOPER INDUSTRIES PLC,CBE,G24140108,0001141982,3640,3351
001837,01,000003,20111213,20160630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHERN CO GAS,SO7,001204106,0001004155,4924,221210
024782,01,000003,20111219,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PERRIGO CO PLC,PRGO,G97822103,0001585364,2834,325412
028742,01,000003,20111219,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BORGWARNER INC,BWA,099724106,0000908255,3714,336310
031587,01,000003,20111219,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOLLAR TREE INC,DLTR,256746108,0000935703,5331,452319
199356,01,000003,20111221,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRIPADVISOR INC,TRIP,896945201,0001526520,7370,519130
187128,01,000003,20120103,20140323,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WPX ENERGY INC,WPX,98212B103,0001518832,1311,2111
113490,01,000003,20120314,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CROWN CASTLE INTL CORP,CCI,22822V101,0001051470,6798,531120
028118,01,000003,20120404,20160104,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOSSIL GROUP INC,FOSL,34988V106,0000883569,3873,334519
170841,01,000003,20120501,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PHILLIPS 66,PSX,718546104,0001534701,2911,324110
006310,04,000003,20120525,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KINDER MORGAN INC,KMI,49456B101,0001506307,4923,486210
062263,01,000003,20120525,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALEXION PHARMACEUTICALS INC,ALXN,015351109,0000899866,2836,325414
006565,01,000003,20120605,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAM RESEARCH CORP,LRCX,512807108,0000707549,3559,333242
024316,01,000003,20120629,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONSTER BEVERAGE CORP,MNST,61174X109,0000865752,2086,312111
150937,01,000003,20120702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEAGATE TECHNOLOGY PLC,STX,G7945M107,0001137789,3572,334112
002270,01,000003,20120731,20160329,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VALARIS PLC,VAL,G9402V109,0000314808,1381,213111
294524,01,000003,20120905,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LYONDELLBASELL INDUSTRIES NV,LYB,N53745100,0001489393,2820,325220
008463,01,000003,20121001,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PENTAIR PLC,PNR,G7S00T104,0000077360,3561,333914
014438,01,000003,20121001,20160502,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADT CORP,ADT.4,00101J106,0001546640,7380,561612
012978,01,000003,20121002,20150702,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KRAFT FOODS GROUP INC,KRFT,50076Q106,0001545158,2000,311
028648,01,000003,20121005,20150311,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PETSMART INC,PETM,716768106,0000863157,5990,453910
004016,02,000003,20121203,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,452319
141459,01,000003,20121212,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GARMIN LTD,GRMN,H2906T109,0001121788,3812,334511
118122,04,000003,20121224,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APTIV PLC,APTV,G6095L109,0001521332,3714,336320
016101,01,000003,20130102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABBVIE INC,ABBV,00287Y109,0001551152,2836,325414
008551,01,000003,20130214,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PVH CORP,PVH,693656100,0000078239,2300,315
023812,01,000003,20130501,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REGENERON PHARMACEUTICALS,REGN,75886F107,0000872589,2834,325412
029868,01,000003,20130509,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MACERICH CO,MAC,554382101,0000912242,6798,531120
006335,01,000003,20130524,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KANSAS CITY SOUTHERN,KSU,485170302,0000054480,4011,482111
005073,19,000003,20130607,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL MOTORS CO,GM,37045V100,0001467858,3711,33611
013721,01,000003,20130624,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ZOETIS INC,ZTS,98978V103,0001555280,2834,325412
018043,01,000003,20130701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWS CORP,NWSA,65249B109,0001564708,2711,511110
100873,03,000003,20130709,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NIELSEN HOLDINGS PLC,NLSN,G6518L108,0001492633,8700,541910
003851,03,000003,20130911,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DELTA AIR LINES INC,DAL,247361702,0000027904,4512,481111
001598,01,000003,20130923,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMETEK INC,AME,031100100,0001037868,3823,334513
024344,01,000003,20130923,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,0000875320,2834,325412
028338,01,000003,20131029,20170725,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRANSOCEAN LTD,RIG,H8817H100,0001451505,1381,213111
198058,01,000003,20131113,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAPRI HOLDINGS LTD,CPRI,G1890L107,0001530721,2300,315
316056,01,000003,20131202,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLEGION PLC,ALLE,G0176J109,0001579241,3420,332510
028119,01,000003,20131210,20180827,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GGP INC,GGP,36174X101,,6798,531120
025119,01,000003,20131223,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOHAWK INDUSTRIES INC,MHK,608190104,0000851968,2273,314110
143974,01,000003,20131223,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLIANCE DATA SYSTEMS CORP,ADS,018581108,0001101215,7374,518210
170617,01,000003,20131223,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FACEBOOK INC,FB,30303M102,0001326801,7370,519130
029736,01,000003,20140124,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRACTOR SUPPLY CO,TSCO,892356106,0000916365,5200,453998
028877,01,000003,20140324,20160306,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KEURIG DR PEPPER INC,KDP,49271M100,0001418135,2090,311920
030293,01,000003,20140402,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ESSEX PROPERTY TRUST,ESS,297178105,0000920522,6798,531110
160329,03,000003,20140403,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALPHABET INC,GOOGL,02079K107,0001652044,7370,519130
165052,01,000003,20140501,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNDER ARMOUR INC,UAA,904311107,0001336917,2300,315
180711,01,000003,20140508,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROADCOM INC,AVGO,11135F101,0001730168,3674,334413
150699,01,000003,20140623,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIMAREX ENERGY CO,XEC,171798101,0001168054,1311,2111
065886,01,000003,20140701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AFFILIATED MANAGERS GRP INC,AMG,008252108,0001004434,6282,523920
029733,01,000003,20140702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARTIN MARIETTA MATERIALS,MLM,573284106,0000916076,1400,212313
164296,03,000003,20140807,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISCOVERY INC,DISCA,25470F302,0001437107,4841,515210
018086,01,000003,20140819,20170725,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MALLINCKRODT PLC,MNK,G5785G107,0001567892,2834,325412
011032,01,000003,20140922,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNIVERSAL HEALTH SVCS INC,UHS,913903100,0000352915,8062,622110
066065,01,000003,20140922,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED RENTALS INC,URI,911363109,0001067701,7350,532412
013440,03,000003,20141105,20171012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEVEL 3 COMMUNICATIONS INC,LVLT,52729N308,0000794323,4813,517110
028191,01,000003,20141205,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROYAL CARIBBEAN CRUISES LTD,RCL,V7780T103,0000884887,4400,483112
022260,04,000003,20150127,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HCA HEALTHCARE INC,HCA,40412C101,0000860730,8062,622110
063645,01,000003,20150127,20170301,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENDO INTERNATIONAL PLC,ENDP,G30401106,0001593034,2834,325412
001327,01,000003,20150312,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SKYWORKS SOLUTIONS INC,SWKS,83088M102,0000004127,3674,334413
061494,01,000003,20150318,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HENRY SCHEIN INC,HSIC,806407102,0001000228,5047,423450
001045,04,000003,20150323,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN AIRLINES GROUP INC,AAL,02376R102,0000006201,4512,481111
065290,01,000003,20150323,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SL GREEN REALTY CORP,SLG,78440X101,0001040971,6798,531120
138743,01,000003,20150323,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUINIX INC,EQIX,29444U700,0001101239,6798,531120
175319,01,000003,20150323,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HANESBRANDS INC,HBI,410345102,0001359841,2300,315
030822,01,000003,20150407,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REALTY INCOME CORP,O,756109104,0000726728,6798,531120
064853,01,000003,20150612,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QORVO INC,QRVO,74736K101,0001604778,3674,334413
005783,01,000003,20150701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUNT (JB) TRANSPRT SVCS INC,JBHT,445658107,0000728535,4213,484121
022734,01,000003,20150701,20160602,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAXALTA INC,BXLT,07177M103,0001620546,2836,325414
029830,01,000003,20150702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WESTROCK CO,WRK,96145D105,0001732845,2650,322211
023827,01,000003,20150702,20160705,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COLUMBIA PIPELINE GROUP INC,CPGX,198280109,0001629995,4922,486210
005568,04,000003,20150703,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KRAFT HEINZ CO,KHC,500754106,0001637459,2030,31142
145977,01,000003,20150709,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADVANCE AUTO PARTS INC,AAP,00751Y106,0001158449,5531,441310
024616,01,000003,20150720,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PAYPAL HOLDINGS INC,PYPL,70450Y103,0001633917,7374,518210
015520,01,000003,20150729,20180318,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SIGNET JEWELERS LTD,SIG,G81276100,0000832988,5944,448310
180405,01,000003,20150831,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ACTIVISION BLIZZARD INC,ATVI,00507V109,0000718877,7372,511210
010795,04,000003,20150903,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED AIRLINES HOLDINGS INC,UAL,910047109,0000100517,4512,481111
018043,02,000003,20150921,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWS CORP,NWSA,65249B208,0001564708,2711,511110
003226,02,000003,20150921,20151213,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMCAST CORP,CMCSA,20030N200,0001166691,4841,515210
012886,01,000003,20150921,20190319,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TWENTY-FIRST CENTURY FOX INC,TFCFA,90130A408,0001308161,4888,515210
180652,01,000003,20151008,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERISK ANALYTICS INC,VRSK,92345Y106,0001442145,6411,524298
026156,01,000003,20151102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HEWLETT PACKARD ENTERPRISE,HPE,42824C109,0001645590,3571,334111
026410,01,000003,20151110,20151110,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOUR CORNERS PROPERTY TR INC,FCPT,35086T109,0001650132,6798,531120
020686,01,000003,20151118,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYNCHRONY FINANCIAL,SYF,87165B103,0001601712,6141,522210
138205,01,000003,20151119,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ILLUMINA INC,ILMN,452327109,0001110803,3826,334516
026304,01,000003,20151130,20180403,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CSRA INC,CSRA,12650T104,0001646383,7370,54151
003026,01,000003,20151229,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHURCH & DWIGHT INC,CHD,171340102,0000313927,2840,325611
144009,01,000003,20160105,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WILLIS TOWERS WATSON PLC,WLTW,G96629103,0001140536,6411,524210
160479,01,000003,20160119,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXTRA SPACE STORAGE INC,EXR,30225T102,0001289490,6798,531130
004605,01,000003,20160201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FEDERAL REALTY INVESTMENT TR,FRT,313747206,0000034903,6798,531120
021825,01,000003,20160201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CITIZENS FINANCIAL GROUP INC,CFG,174610105,0000759944,6020,522110
177884,01,000003,20160222,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONCHO RESOURCES INC,CXO,20605P101,0001358071,1311,2111
179437,01,000003,20160304,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN WATER WORKS CO INC,AWK,030420103,0001410636,4941,221310
010894,01,000003,20160307,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UDR INC,UDR,902653104,0000074208,6798,531110
020904,01,000003,20160330,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOLOGIC INC,HOLX,436440101,0000859737,3844,334517
145552,01,000003,20160330,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTENE CORP,CNC,15135B101,0001071739,6324,524114
011584,01,000003,20160404,20190808,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOOT LOCKER INC,FL,344849104,0000850209,5661,448210
165052,03,000003,20160408,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNDER ARMOUR INC,UAA,904311206,0001336917,2300,315
178704,01,000003,20160418,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ULTA BEAUTY INC,ULTA,90384S303,0001403568,5990,446120
141913,01,000003,20160425,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GLOBAL PAYMENTS INC,GPN,37940X102,0001123360,7374,518210
146017,01,000003,20160503,20180617,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ACUITY BRANDS INC,AYI,00508Y102,0001144215,3640,335122
001230,01,000003,20160513,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALASKA AIR GROUP INC,ALK,011659109,0000766421,4512,481111
024609,01,000003,20160513,20160513,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,,,,,,
027119,01,000003,20160516,20160516,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INGEVITY CORP,NGVT,45688C107,0001653477,2860,3251
160991,01,000003,20160518,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIGITAL REALTY TRUST INC,DLR,253868103,0001297996,6798,531120
155394,02,000003,20160523,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LKQ CORP,LKQ,501889208,0001065696,5010,423140
004973,01,000003,20160531,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ARTHUR J GALLAGHER & CO,AJG,363576109,0000354190,6411,524210
148349,01,000003,20160603,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRANSDIGM GROUP INC,TDG,893641100,0001260221,3728,336413
188255,01,000003,20160624,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FORTUNE BRANDS HOME & SECUR,FBHS,34964C106,0001519751,2430,337110
011554,01,000003,20160701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLIANT ENERGY CORP,LNT,018802108,0000352541,4931,22111
029751,01,000003,20160701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALBEMARLE CORP,ALB,012653101,0000915913,2810,325180
026590,01,000003,20160705,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FORTIVE CORP,FTV,34959J108,0001659166,3829,334519
065772,01,000003,20160906,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,METTLER-TOLEDO INTL INC,MTD,592688105,0001037646,3826,334516
014489,02,000003,20160907,20160907,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,,,,,,
126136,03,000003,20160908,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHARTER COMMUNICATIONS INC,CHTR,16119P108,0001091667,4841,515210
003504,01,000003,20160923,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COOPER COS INC (THE),COO,216648402,0000711404,3851,339115
012151,01,000003,20161003,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COTY INC,COTY,222070203,0001024305,2844,325620
026709,01,000003,20161003,20161003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERSUM MATERIALS INC,VSM,92532W103,0001660690,2860,325199
028070,01,000003,20161003,20161003,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADVANSIX INC,ASIX,00773T101,0001673985,2820,325220
027333,01,000003,20161031,20161031,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADIENT PLC,ADNT,G0084W101,0001670541,2531,336360
028192,01,000003,20161101,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ARCONIC INC,ARNC,03965L100,0000004281,3728,336413
027638,01,000003,20161101,20161101,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALCOA CORP,AA,013872106,0001675149,3330,3313
027800,01,000003,20161101,20161101,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUALITY CARE PROPERTIES INC,QCP,747545101,0001677203,6798,531120
028499,01,000003,20161101,20161101,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,YUM CHINA HOLDINGS INC,YUMC,98850P109,0001673358,5812,722511
028790,01,000003,20161110,20161110,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAMB WESTON HOLDINGS INC,LW,513272104,0001679273,2030,311411
029649,01,000003,20161202,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MID-AMERICA APT CMNTYS INC,MAA,59522J103,0000912595,6798,531110
065967,01,000003,20161202,20181010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENVISION HEALTHCARE CORP,EVHC,29414D100,0001678531,8011,621493
028719,01,000003,20170103,20170103,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONDUENT INC,CNDT,206787103,0001677703,7374,518210
024197,01,000003,20170105,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IDEXX LABS INC,IDXX,45168D104,0000874716,2835,325413
030923,01,000003,20170117,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TECHNIPFMC PLC,FTI,G87110105,0001681459,1389,237120
029004,01,000003,20170130,20170130,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VAREX IMAGING CORP,VREX,92214X106,0001681622,3844,334517
029819,01,000003,20170202,20170202,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIOVERATIV INC,BIVV,09075E100,0001681689,2836,325414
029127,01,000003,20170228,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INCYTE CORP,INCY,45337C102,0000879169,2836,325414
184500,01,000003,20170301,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CBOE GLOBAL MARKETS INC,CBOE,12503M108,0001374310,6200,523210
029099,01,000003,20170302,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REGENCY CENTERS CORP,REG,758849103,0000910606,6798,531120
060900,01,000003,20170313,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISH NETWORK CORP,DISH,25470M109,0001001082,4841,515210
024975,01,000003,20170316,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYNOPSYS INC,SNPS,871607107,0000883241,7372,511210
001161,01,000003,20170320,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADVANCED MICRO DEVICES,AMD,007903107,0000002488,3674,334413
008898,01,000003,20170320,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RAYMOND JAMES FINANCIAL CORP,RJF,754730109,0000720005,6211,523120
064821,01,000003,20170320,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALEXANDRIA R E EQUITIES INC,ARE,015271109,0001035443,6798,531120
003336,01,000003,20170404,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DXC TECHNOLOGY CO,DXC,23355L106,0001688568,7370,541512
012441,01,000003,20170405,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GARTNER INC,IT,366651107,0000749251,8700,541910
029155,01,000003,20170601,20170601,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARS.COM INC,CARS,14575E105,0001683606,7370,519130
162906,01,000003,20170602,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IHS MARKIT LTD,INFO,G47567105,0001598014,7370,519130
005643,04,000003,20170619,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HILTON WORLDWIDE HOLDINGS,HLT,43300A203,0001585689,7011,721110
061388,01,000003,20170619,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EVEREST RE GROUP LTD,RE,G3223R108,0001095073,6331,524130
063080,01,000003,20170619,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANSYS INC,ANSS,03662Q105,0001013462,7372,511210
141384,01,000003,20170619,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALIGN TECHNOLOGY INC,ALGN,016255101,0001097149,3843,339114
001976,01,000003,20170706,20170706,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAKER HUGHES INC,BHI,057224107,0000808362,1381,213111
032106,01,000003,20170707,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAKER HUGHES A GE CO,BHGE,05722G100,0001701605,1389,213112
032154,01,000003,20170718,20170718,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JBG SMITH PPTYS,JBGS,46590V100,0001689796,6798,531120
009771,02,000003,20170726,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SMITH (A.O.),AOS,831865209,0000091142,3630,335220
013510,01,000003,20170726,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DUKE REALTY CORP,DRE,264411505,0000783280,6798,531120
014418,01,000003,20170726,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MGM RESORTS INTERNATIONAL,MGM,552953101,0000789570,7990,721120
031887,01,000003,20170726,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RESMED INC,RMD,761152107,0000943819,3845,334510
128978,01,000003,20170726,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PACKAGING CORP OF AMERICA,PKG,695156109,0000075677,2650,322211
031774,01,000003,20170807,20190402,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BRIGHTHOUSE FINANL INC,BHF,10922N103,0001685040,6311,524113
017928,01,000003,20170829,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IQVIA HOLDINGS INC,IQV,46266C105,0001478242,8731,54171
121382,01,000003,20170901,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SBA COMMUNICATIONS CORP,SBAC,78410G104,0001034054,6798,531190
013421,01,000003,20170918,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CADENCE DESIGN SYSTEMS INC,CDNS,127387108,0000813672,7372,511210
104432,01,000003,20171013,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORWEGIAN CRUISE LINE HLDGS,NCLH,G66721104,0001513761,4400,483112
031802,01,000003,20171205,20171205,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DELPHI TECHNOLOGIES PLC,DLPH,G2709G107,0001707092,3714,336310
186310,01,000003,20180103,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUNTINGTON INGALLS IND INC,HII,446413106,0001501585,3730,336611
175955,01,000003,20180307,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IPG PHOTONICS CORP,IPGP,44980X109,0001111928,3674,334413
017120,01,000003,20180319,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SVB FINANCIAL GROUP,SIVB,78486Q101,0000719739,6020,522110
064630,01,000003,20180319,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TAKE-TWO INTERACTIVE SFTWR,TTWO,874054109,0000946581,7372,511210
030137,01,000003,20180319,20191002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEKTAR THERAPEUTICS,NKTR,640268108,0000906709,2834,325412
178507,01,000003,20180404,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MSCI INC,MSCI,55354G100,0001408198,6282,523930
326688,01,000003,20180501,20180501,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NVENT ELECTRIC PLC,NVT,G6700G107,0001720635,3440,3323
033326,01,000003,20180509,20180509,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APERGY CORP,APY,03755L104,0001723089,3533,333132
013619,01,000003,20180531,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABIOMED INC,ABMD,003654100,0000815094,3841,339112
033439,01,000003,20180601,20180603,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PERSPECTA INC,PRSP,715347100,0001724670,7370,541512
